unitid,institution name,year,HD2019.State abbreviation,HD2019.Sector of institution,HD2019.Historically Black College or University,DRVC2019.Associate's degree,DRVC2019.Bachelor's degree,DRVC2019.Master's degree,DRVC2019.Doctor's degree - research/scholarship,DRVC2019.Doctor's degree - professional practice,DRVC2019.Doctor's degree - other,DRVC2019.Certificates of less than 1-year,DRVC2019.Certificates of 1 but less than 2-years,DRVC2019.Certificates of 2 but less than 4-years,DRVC2019.Postbaccalaureate certificates,DRVC2019.Post-master's certificates,DRVC2019.Number of students receiving an Associate's degree,DRVC2019.Number of students receiving a Bachelor's degree,DRVC2019.Number of students receiving a Master's degree,DRVC2019.Number of students receiving a Doctor's degree,DRVC2019.Number of students receiving a certificate of less than 1-year,DRVC2019.Number of students receiving a certificate of 1 but less than 4-years,DRVC2019.Number of students receiving a Postbaccalaureate or Post-master's certificate
166674,Massachusetts College of Art and Design,2019,Massachusetts,"Public, 4-year or above",No,0,329,58,0,0,0,14,4,0,10,0,0,329,58,0,14,4,10
167455,Pine Manor College,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,11,34,14,0,0,0,0,0,0,0,0,11,33,14,0,0,0,0
445911,Lincoln Technical Institute-Shelton,2019,Connecticut,"Private for-profit, less-than 2-year",No,0,,,,,,8,359,0,,,0,,,,8,359,
233903,Virginia Highlands Community College,2019,Virginia,"Public, 2-year",No,261,,,,,,99,202,1,,,257,,,,94,200,
161581,Washington County Community College,2019,Maine,"Public, 2-year",No,43,,,,,,0,82,0,,,43,,,,0,80,
167729,Salem State University,2019,Massachusetts,"Public, 4-year or above",No,0,1595,569,0,0,0,0,0,0,107,13,0,1595,569,0,0,0,120
131450,Gallaudet University,2019,District of Columbia,"Private not-for-profit, 4-year or above",No,0,200,145,22,0,0,0,0,0,8,7,0,188,144,22,0,0,15
166887,Middlesex Community College,2019,Massachusetts,"Public, 2-year",No,988,,,,,,199,18,0,,,979,,,,199,18,
480532,Ross Medical Education Center-Ontario,2019,Ohio,"Private for-profit, less-than 2-year",No,0,,,,,,0,66,0,,,0,,,,0,66,
184746,Hohokus School of Trade and Technical Sciences,2019,New Jersey,"Private for-profit, less-than 2-year",No,0,,,,,,34,112,0,,,0,,,,34,109,
481571,Belle Academy of Cosmetology LLC,2019,Connecticut,"Private for-profit, less-than 2-year",No,0,,,,,,0,4,0,,,0,,,,0,2,
415057,Industrial Management Training Institute,2019,Connecticut,"Private for-profit, less-than 2-year",No,0,,,,,,0,60,0,,,0,,,,0,60,
382416,Greater Lowell Technical School,2019,Massachusetts,"Public, less-than 2-year",No,0,,,,,,0,65,0,,,0,,,,0,65,
201478,Buckeye Hills Career Center,2019,Ohio,"Public, less-than 2-year",No,0,,,,,,71,55,0,,,0,,,,71,55,
238032,West Virginia University,2019,West Virginia,"Public, 4-year or above",No,0,4561,1476,194,373,0,0,0,0,0,0,0,4420,1357,565,0,0,0
233116,Piedmont Virginia Community College,2019,Virginia,"Public, 2-year",No,560,,,,,,214,487,0,,,546,,,,208,487,
202356,Cuyahoga Community College District,2019,Ohio,"Public, 2-year",No,3061,,,,,,0,1225,0,,,2843,,,,0,1039,
233718,Sweet Briar College,2019,Virginia,"Private not-for-profit, 4-year or above",No,0,26,1,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0
420130,Prism Career Institute-Cherry Hill,2019,New Jersey,"Private for-profit, less-than 2-year",No,0,,,,,,26,108,0,,,0,,,,26,108,
483814,Standard Healthcare Services-College of Nursing,2019,Virginia,"Private for-profit, 2-year",No,39,,,,,,0,170,0,,,39,,,,0,170,
203331,Eastern Gateway Community College,2019,Ohio,"Public, 2-year",No,917,,,,,,4,130,0,,,909,,,,4,125,
437097,University of Management and Technology,2019,Virginia,"Private for-profit, 4-year or above",No,67,414,281,32,0,0,0,0,0,1,0,66,413,280,32,0,0,1
418250,Washington County Career Center-Adult Technical Training,2019,Ohio,"Public, less-than 2-year",No,0,,,,,,254,22,0,,,0,,,,254,22,
167677,Saint John's Seminary,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,0,9,44,0,0,0,0,0,0,0,0,0,9,44,0,0,0,0
131469,George Washington University,2019,District of Columbia,"Private not-for-profit, 4-year or above",No,197,3021,4597,240,834,0,0,0,380,527,191,197,3011,4581,1074,0,380,700
186380,Rutgers University-New Brunswick,2019,New Jersey,"Public, 4-year or above",No,32,8719,3129,744,698,0,0,9,0,34,32,32,8713,3119,1442,0,9,66
232256,Hampden-Sydney College,2019,Virginia,"Private not-for-profit, 4-year or above",No,0,206,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0
202435,Davis College,2019,Ohio,"Private for-profit, 2-year",No,25,,,,,,0,4,0,,,25,,,,0,4,
164076,Towson University,2019,Maryland,"Public, 4-year or above",No,0,4619,887,13,10,0,0,0,0,169,14,0,4608,887,23,0,0,167
230898,Green Mountain College,2019,Vermont,"Private not-for-profit, 4-year or above",No,,,,,,,,,,,,,,,,,,
389860,Mid-EastCTC-Adult Education,2019,Ohio,"Public, less-than 2-year",No,0,,,,,,51,111,0,,,0,,,,51,111,
217606,Northpoint Bible College,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,4,41,1,0,0,0,0,0,0,0,0,4,41,1,0,0,0,0
446349,John D Rockefeller IV Career Center,2019,West Virginia,"Public, less-than 2-year",No,0,,,,,,0,28,0,,,0,,,,0,28,
481508,Paul Mitchell the School-Jersey Shore,2019,New Jersey,"Private for-profit, less-than 2-year",No,0,,,,,,0,63,0,,,0,,,,0,63,
369950,Hamrick School,2019,Ohio,"Private for-profit, less-than 2-year",No,0,,,,,,213,0,0,,,0,,,,213,0,
486406,Randolph Technical Center,2019,West Virginia,"Public, less-than 2-year",No,0,,,,,,0,11,0,,,0,,,,0,11,
453792,Ohio Medical Career College,2019,Ohio,"Private for-profit, 2-year",No,0,,,,,,0,36,16,,,0,,,,0,52,
131803,Strayer University-District of Columbia,2019,District of Columbia,"Private for-profit, 4-year or above",No,56,91,83,0,0,0,0,0,0,7,0,56,91,83,0,0,0,4
204705,Ohio State University-Newark Campus,2019,Ohio,"Public, 4-year or above",No,561,127,0,0,0,0,0,0,0,0,0,561,127,0,0,0,0,0
233754,Thomas Nelson Community College,2019,Virginia,"Public, 2-year",No,903,,,,,,283,359,0,,,893,,,,269,358,
232609,University of Lynchburg,2019,Virginia,"Private not-for-profit, 4-year or above",No,0,459,216,4,185,0,2,0,0,3,2,0,459,216,189,2,0,5
486734,Jolie Health & Beauty Academy-Cherry Hill,2019,New Jersey,"Private for-profit, less-than 2-year",No,0,,,,,,47,61,0,,,0,,,,47,61,
162654,Goucher College,2019,Maryland,"Private not-for-profit, 4-year or above",No,0,285,147,0,0,0,0,0,0,49,0,0,284,147,0,0,0,49
452771,Dental Assistant Pro LLC-Columbus,2019,Ohio,"Private for-profit, less-than 2-year",No,0,,,,,,31,0,0,,,0,,,,31,0,
165981,Greenfield Community College,2019,Massachusetts,"Public, 2-year",No,213,,,,,,106,39,0,,,212,,,,104,39,
233648,Southwest Virginia Community College,2019,Virginia,"Public, 2-year",No,269,,,,,,152,58,3,,,257,,,,131,61,
377458,Centura College-Norfolk,2019,Virginia,"Private for-profit, 2-year",No,59,,,,,,63,12,0,,,59,,,,63,12,
165033,Bristol Community College,2019,Massachusetts,"Public, 2-year",No,1061,,,,,,330,0,0,,,1050,,,,322,0,
490513,Bais Medrash Mayan Hatorah,2019,New Jersey,"Private not-for-profit, 4-year or above",No,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
455901,The Temple-A Paul Mitchell Partner School,2019,Maryland,"Private for-profit, less-than 2-year",No,0,,,,,,0,78,0,,,0,,,,0,78,
237640,Ohio Valley University,2019,West Virginia,"Private not-for-profit, 4-year or above",No,10,68,14,0,0,0,0,0,0,0,0,10,68,14,0,0,0,0
443216,P C Age-Jersey City,2019,New Jersey,"Private for-profit, less-than 2-year",No,0,,,,,,0,141,0,,,0,,,,0,141,
206330,Urbana University,2019,Ohio,"Private not-for-profit, 4-year or above",No,,,,,,,,,,,,,,,,,,
409591,Lorain County Joint Vocational School District,2019,Ohio,"Public, less-than 2-year",No,0,,,,,,125,5,0,,,0,,,,125,5,
234137,Virginia University of Lynchburg,2019,Virginia,"Private not-for-profit, 4-year or above",Yes,33,16,8,0,0,6,0,0,0,0,0,33,16,7,6,0,0,0
237491,Ralph R Willis Career and Technical Center,2019,West Virginia,"Public, less-than 2-year",No,0,,,,,,0,26,0,,,0,,,,0,26,
450641,Empire Beauty School-Hooksett,2019,New Hampshire,"Private for-profit, less-than 2-year",No,0,,,,,,24,89,0,,,0,,,,24,89,
131876,Trinity Washington University,2019,District of Columbia,"Private not-for-profit, 4-year or above",No,28,272,149,0,0,0,0,0,0,0,0,28,272,149,0,0,0,0
493628,Pro Beauty Academy,2019,New Jersey,"Private for-profit, less-than 2-year",No,0,,,,,,34,9,0,,,0,,,,34,9,
486424,Saint Michael College of Allied Health,2019,Virginia,"Private for-profit, 2-year",No,10,,,,,,0,15,0,,,10,,,,0,15,
476179,Empire Beauty School-Virginia Beach,2019,Virginia,"Private for-profit, less-than 2-year",No,0,,,,,,0,44,0,,,0,,,,0,44,
476683,Athena Career Academy,2019,Ohio,"Private for-profit, 2-year",No,0,,,,,,39,141,0,,,0,,,,39,141,
233426,Roanoke College,2019,Virginia,"Private not-for-profit, 4-year or above",No,0,439,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0
165112,Bunker Hill Community College,2019,Massachusetts,"Public, 2-year",No,1260,,,,,,310,0,0,,,1260,,,,309,0,
186405,St Francis Medical Center-School of Radiologic Technology,2019,New Jersey,"Private not-for-profit, 2-year",No,0,,,,,,0,0,9,,,0,,,,0,9,
441636,American Institute of Alternative Medicine,2019,Ohio,"Private for-profit, 4-year or above",No,86,0,0,0,0,0,26,52,13,0,0,86,0,0,0,25,65,0
231411,Advanced Technology Institute,2019,Virginia,"Private for-profit, 2-year",No,26,,,,,,115,146,0,,,26,,,,115,146,
484127,Ricci's Academy of Cosmetology,2019,Connecticut,"Private for-profit, less-than 2-year",No,0,,,,,,0,66,0,,,0,,,,0,66,
201973,Clark State Community College,2019,Ohio,"Public, 4-year or above",No,531,0,0,0,0,0,593,110,0,0,0,530,0,0,0,560,110,0
237950,West Virginia University Institute of Technology,2019,West Virginia,"Public, 4-year or above",No,0,162,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0
164748,Berklee College of Music,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,0,1312,258,0,0,0,0,0,0,14,0,0,1312,258,0,0,0,14
202523,Denison University,2019,Ohio,"Private not-for-profit, 4-year or above",No,0,529,0,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0
375407,Madison Adult Career Center,2019,Ohio,"Public, 2-year",No,0,,,,,,118,11,1,,,0,,,,118,12,
182829,University of New Hampshire-Franklin Pierce School of Law,2019,New Hampshire,"Public, 4-year or above",No,0,0,19,0,61,0,0,0,0,1,0,0,0,19,61,0,0,1
430306,Cayce/Reilly School of Massage,2019,Virginia,"Private not-for-profit, less-than 2-year",No,0,,,,,,32,0,0,,,0,,,,32,0,
490692,Cincinnati School of Barbering & Hair Design Inc,2019,Ohio,"Private for-profit, 2-year",No,0,,,,,,0,0,24,,,0,,,,0,24,
420370,Career Technical Institute,2019,District of Columbia,"Private for-profit, 2-year",No,23,,,,,,84,106,0,,,23,,,,84,106,
452948,Galen College of Nursing-Cincinnati,2019,Ohio,"Private for-profit, 4-year or above",No,189,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0
161864,Baltimore City Community College,2019,Maryland,"Public, 2-year",No,431,,,,,,162,36,0,,,426,,,,156,36,
484321,Jolie Health and Beauty Academy-Turnersville,2019,New Jersey,"Private for-profit, less-than 2-year",No,0,,,,,,26,28,0,,,0,,,,26,28,
165608,Diman Regional Technical Institute,2019,Massachusetts,"Public, less-than 2-year",No,0,,,,,,0,44,0,,,0,,,,0,44,
366793,Baptist Theological Seminary at Richmond,2019,Virginia,"Private not-for-profit, 4-year or above",No,,,,,,,,,,,,,,,,,,
163286,University of Maryland-College Park,2019,Maryland,"Public, 4-year or above",No,0,7791,2782,612,35,0,0,0,46,228,0,0,7244,2704,637,0,26,199
212452,Faith Theological Seminary,2019,Maryland,"Private not-for-profit, 4-year or above",No,0,8,8,0,0,2,0,0,0,0,0,0,8,8,2,0,0,0
186876,Stockton University,2019,New Jersey,"Public, 4-year or above",No,0,2018,274,15,30,0,0,0,0,11,4,0,1989,274,45,0,0,15
455202,American Institute of Medical Sciences & Education,2019,New Jersey,"Private for-profit, 2-year",No,0,,,,,,260,48,67,,,0,,,,247,115,
231712,Christopher Newport University,2019,Virginia,"Public, 4-year or above",No,0,1088,73,0,0,0,0,0,0,0,0,0,1088,73,0,0,0,0
186371,Rutgers University-Camden,2019,New Jersey,"Public, 4-year or above",No,0,1368,271,49,94,0,0,0,0,0,0,0,1359,269,143,0,0,0
205027,Pontifical College Josephinum,2019,Ohio,"Private not-for-profit, 4-year or above",No,0,20,18,0,0,0,1,0,0,0,0,0,20,18,0,1,0,0
202170,Columbus College of Art and Design,2019,Ohio,"Private not-for-profit, 4-year or above",No,0,208,30,0,0,0,0,0,0,0,0,0,208,30,0,0,0,0
184612,Felician University,2019,New Jersey,"Private not-for-profit, 4-year or above",No,4,314,128,1,7,0,0,0,0,0,1,4,314,128,8,0,0,1
160959,College of the Atlantic,2019,Maine,"Private not-for-profit, 4-year or above",No,0,83,3,0,0,0,0,0,0,0,0,0,83,3,0,0,0,0
230940,Marlboro College,2019,Vermont,"Private not-for-profit, 4-year or above",No,0,28,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
466523,Salter College-Chicopee,2019,Massachusetts,"Private for-profit, 2-year",No,,,,,,,,,,,,,,,,,,
165495,Conway School of Landscape Design,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
449463,Academy Di Capelli-School of Cosmetology,2019,Connecticut,"Private for-profit, less-than 2-year",No,0,,,,,,19,77,0,,,0,,,,19,77,
237303,Charleston School of Beauty Culture,2019,West Virginia,"Private for-profit, 2-year",No,0,,,,,,29,13,14,,,0,,,,29,27,
460570,American School of Nursing and Medical Careers,2019,New Hampshire,"Private for-profit, less-than 2-year",No,0,,,,,,0,116,0,,,0,,,,0,116,
480082,South University-Cleveland,2019,Ohio,"Private for-profit, 4-year or above",No,11,38,14,0,12,0,0,0,0,0,0,11,38,14,12,0,0,0
165662,Emerson College,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,0,979,306,0,0,0,0,0,0,0,0,0,979,306,0,0,0,0
407522,Pioneer Career and Technology Center,2019,Ohio,"Public, less-than 2-year",No,0,,,,,,15,0,0,,,0,,,,15,0,
237312,University of Charleston,2019,West Virginia,"Private not-for-profit, 4-year or above",No,76,415,172,0,74,0,0,0,0,0,0,76,415,172,74,0,0,0
183150,Great Bay Community College,2019,New Hampshire,"Public, 2-year",No,251,,,,,,116,6,0,,,249,,,,114,6,
412535,Shawsheen Valley School of Practical Nursing,2019,Massachusetts,"Public, less-than 2-year",No,0,,,,,,0,32,0,,,0,,,,0,32,
461111,Allstate Hairstyling & Barber College,2019,Ohio,"Private for-profit, 2-year",No,0,,,,,,1,0,15,,,0,,,,1,15,
476230,Ross Medical Education Center-Morgantown,2019,West Virginia,"Private for-profit, less-than 2-year",No,0,,,,,,0,34,0,,,0,,,,0,34,
163532,Ner Israel Rabbinical College,2019,Maryland,"Private not-for-profit, 4-year or above",No,0,50,20,0,8,0,0,0,0,0,0,0,50,20,8,0,0,0
493132,Universal Technical Institute-Bloomfield,2019,New Jersey,"Private for-profit, 2-year",No,0,,,,,,0,6,2,,,0,,,,0,8,
202480,University of Dayton,2019,Ohio,"Private not-for-profit, 4-year or above",No,0,1993,730,46,119,0,0,0,0,73,0,0,1979,730,165,0,0,73
237932,West Liberty University,2019,West Virginia,"Public, 4-year or above",No,37,423,111,0,0,0,0,0,0,0,0,37,417,111,0,0,0,0
203775,Malone University,2019,Ohio,"Private not-for-profit, 4-year or above",No,0,264,104,0,0,0,0,0,0,0,0,0,264,104,0,0,0,0
446206,Culpeper Cosmetology Training Center,2019,Virginia,"Public, less-than 2-year",No,0,,,,,,0,14,0,,,0,,,,0,14,
202648,Edison State Community College,2019,Ohio,"Public, 2-year",No,334,,,,,,36,288,0,,,324,,,,33,228,
165574,Dean College,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,151,177,0,0,0,0,18,0,0,0,0,150,177,0,0,18,0,0
238014,West Virginia Northern Community College,2019,West Virginia,"Public, 2-year",No,221,,,,,,0,101,0,,,211,,,,0,97,
480903,New England Tractor Trailer Training School of CT-Bridgeport,2019,Connecticut,"Private for-profit, less-than 2-year",No,0,,,,,,650,0,0,,,0,,,,650,0,
447971,Hair Expressions Academy,2019,Maryland,"Private for-profit, less-than 2-year",No,0,,,,,,25,49,0,,,0,,,,7,49,
168281,Wheaton College,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,0,309,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0
457767,National Career Institute,2019,New Jersey,"Private for-profit, less-than 2-year",No,0,,,,,,127,64,0,,,0,,,,127,64,
475398,Catholic Distance University,2019,West Virginia,"Private not-for-profit, 4-year or above",No,5,15,34,0,0,0,0,1,0,5,0,5,15,34,0,0,1,5
183114,River Valley Community College,2019,New Hampshire,"Public, 2-year",No,121,,,,,,45,28,0,,,121,,,,45,28,
230816,Bennington College,2019,Vermont,"Private not-for-profit, 4-year or above",No,0,151,34,0,0,0,0,0,0,0,0,0,151,34,0,0,0,0
231970,Eastern Virginia Medical School,2019,Virginia,"Public, 4-year or above",No,0,0,314,4,149,0,0,0,0,19,2,0,0,314,153,0,0,21
168254,Western New England University,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,1,569,205,4,114,0,132,0,0,25,0,1,569,205,118,132,0,25
129349,Paul Mitchell the School-North Haven,2019,Connecticut,"Private for-profit, less-than 2-year",No,0,,,,,,47,82,0,,,0,,,,47,82,
130697,Wesleyan University,2019,Connecticut,"Private not-for-profit, 4-year or above",No,0,763,67,11,0,0,0,0,0,0,0,0,763,67,11,0,0,0
166692,Massachusetts Maritime Academy,2019,Massachusetts,"Public, 4-year or above",No,0,391,42,0,0,0,0,0,0,0,0,0,391,42,0,0,0,0
166656,MCPHS University,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,0,863,426,23,720,15,10,0,0,15,4,0,859,426,754,10,0,19
129808,Three Rivers Community College,2019,Connecticut,"Public, 2-year",No,472,,,,,,85,2,0,,,472,,,,73,2,
163462,Mount St. Mary's University,2019,Maryland,"Private not-for-profit, 4-year or above",No,0,402,195,0,0,0,0,0,0,35,2,0,402,190,0,0,0,37
483018,Antioch College,2019,Ohio,"Private not-for-profit, 4-year or above",No,0,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
184773,Georgian Court University,2019,New Jersey,"Private not-for-profit, 4-year or above",No,0,337,243,0,0,0,0,0,0,8,18,0,337,243,0,0,0,26
476735,Alexander Academy,2019,Massachusetts,"Private for-profit, less-than 2-year",No,0,,,,,,0,40,0,,,0,,,,0,40,
365240,Greene County Vocational School District,2019,Ohio,"Public, less-than 2-year",No,0,,,,,,48,0,0,,,0,,,,48,0,
373696,Rob Roy Academy-Worcester,2019,Massachusetts,"Private for-profit, less-than 2-year",No,0,,,,,,6,82,0,,,0,,,,6,82,
204820,Ohio University-Chillicothe Campus,2019,Ohio,"Public, 4-year or above",No,120,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0
377670,Valley College-Princeton,2019,West Virginia,"Private for-profit, less-than 2-year",No,0,,,,,,0,26,0,,,0,,,,0,26,
204468,Notre Dame College,2019,Ohio,"Private not-for-profit, 4-year or above",No,0,267,53,0,0,0,0,0,0,0,0,0,267,53,0,0,0,0
374592,Monmouth County Vocational School District,2019,New Jersey,"Public, less-than 2-year",No,0,,,,,,0,47,0,,,0,,,,0,47,
482556,DeVry University-New Jersey,2019,New Jersey,"Private for-profit, 4-year or above",No,14,110,31,0,0,0,0,0,0,0,0,14,110,31,0,0,0,0
233639,Southside Virginia Community College,2019,Virginia,"Public, 2-year",No,500,,,,,,378,383,0,,,497,,,,369,383,
204909,Ohio Wesleyan University,2019,Ohio,"Private not-for-profit, 4-year or above",No,0,299,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0
162557,Frederick Community College,2019,Maryland,"Public, 2-year",No,855,,,,,,130,37,0,,,835,,,,103,37,
444282,Empire Beauty School-Midlothian,2019,Virginia,"Private for-profit, less-than 2-year",No,0,,,,,,0,21,0,,,0,,,,0,21,
130907,Delaware Technical Community College-Terry,2019,Delaware,"Public, 4-year or above",No,1674,43,0,0,0,0,85,102,0,0,0,1673,43,0,0,85,102,0
202657,EHOVE Career Center,2019,Ohio,"Public, less-than 2-year",No,0,,,,,,191,92,0,,,0,,,,191,92,
453215,Strayer University-New Jersey,2019,New Jersey,"Private for-profit, 4-year or above",No,18,78,44,0,0,0,0,0,0,0,0,18,78,44,0,0,0,0
420343,Lincoln Technical Institute-Mahwah,2019,New Jersey,"Private for-profit, 2-year",No,0,,,,,,0,410,46,,,0,,,,0,456,
441362,Harris School of Business-Wilmington Campus,2019,Delaware,"Private for-profit, less-than 2-year",No,0,,,,,,24,95,0,,,0,,,,24,95,
204477,Northeast Ohio Medical University,2019,Ohio,"Public, 4-year or above",No,0,0,13,0,221,0,0,0,0,15,0,0,0,13,221,0,0,15
164562,Assumption College,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,2,483,134,0,0,0,14,0,0,2,20,2,483,134,0,14,0,22
206084,University of Toledo,2019,Ohio,"Public, 4-year or above",No,73,2854,1038,122,389,12,21,0,0,49,8,73,2831,1033,520,21,0,55
448619,Stone Academy-East Hartford,2019,Connecticut,"Private for-profit, 2-year",No,0,,,,,,37,42,123,,,0,,,,37,165,
166708,University of Massachusetts Medical School Worcester,2019,Massachusetts,"Public, 4-year or above",No,0,0,34,52,156,0,0,0,0,0,1,0,0,34,200,0,0,1
200624,The Art Institute of Cincinnati-AIC College of Design,2019,Ohio,"Private for-profit, 4-year or above",No,,,,,,,,,,,,,,,,,,
164173,Stevenson University,2019,Maryland,"Private not-for-profit, 4-year or above",No,0,804,214,0,0,0,0,0,0,0,0,0,802,214,0,0,0,0
203474,Kent State University at Trumbull,2019,Ohio,"Public, 4-year or above",No,209,41,0,0,0,0,0,0,0,0,0,207,41,0,0,0,0,0
237792,Shepherd University,2019,West Virginia,"Public, 4-year or above",No,0,639,58,0,3,0,0,0,0,4,0,0,638,58,3,0,0,4
201283,Belmont College,2019,Ohio,"Public, 2-year",No,198,,,,,,64,55,0,,,192,,,,44,55,
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,2019,District of Columbia,"Private not-for-profit, 4-year or above",No,0,0,33,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
182917,Magdalen College,2019,New Hampshire,"Private not-for-profit, 4-year or above",No,1,22,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0
494843,Fortis College-Landover,2019,Maryland,"Private for-profit, 2-year",No,34,,,,,,0,283,0,,,34,,,,0,283,
165015,Brandeis University,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,0,879,862,77,0,0,0,0,0,0,0,0,879,821,77,0,0,0
168032,Rob Roy Academy-Taunton,2019,Massachusetts,"Private for-profit, less-than 2-year",No,0,,,,,,0,10,0,,,0,,,,0,10,
490434,Apex Academy Hair Skin Nails School of Cosmetology,2019,Ohio,"Private for-profit, less-than 2-year",No,0,,,,,,3,20,0,,,0,,,,3,20,
363147,Raphael's School of Beauty Culture Inc-Alliance,2019,Ohio,"Private for-profit, 2-year",No,0,,,,,,57,14,37,,,0,,,,57,51,
202806,Franklin University,2019,Ohio,"Private not-for-profit, 4-year or above",No,49,1097,676,2,0,0,0,86,0,15,0,49,1090,673,2,0,83,15
420024,Centura College-Chesapeake,2019,Virginia,"Private for-profit, 4-year or above",No,98,13,0,0,0,0,26,25,0,0,0,98,13,0,0,26,25,0
166869,MGH Institute of Health Professions,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,0,184,232,5,109,23,0,0,0,0,16,0,184,232,137,0,0,16
232797,American National University,2019,Virginia,"Private for-profit, 4-year or above",No,92,35,34,0,0,0,104,151,0,0,0,92,35,34,0,104,151,0
407832,Warren County Career Center,2019,Ohio,"Public, 2-year",No,0,,,,,,187,48,1,,,0,,,,187,49,
233480,Bon Secours St Mary's Hospital School of Medical Imaging,2019,Virginia,"Private not-for-profit, 2-year",No,0,,,,,,0,0,13,,,0,,,,0,13,
161217,University of Maine at Augusta,2019,Maine,"Public, 4-year or above",No,114,414,0,0,0,0,0,54,0,0,0,113,414,0,0,0,50,0
233772,Tidewater Community College,2019,Virginia,"Public, 2-year",No,2596,,,,,,1664,110,0,,,2576,,,,1359,110,
204893,Trinity Health System School of Nursing,2019,Ohio,"Private not-for-profit, 2-year",No,0,,,,,,0,0,25,,,0,,,,0,25,
449339,American Public University System,2019,West Virginia,"Private for-profit, 4-year or above",No,2484,5873,2681,0,0,0,497,0,0,271,0,2483,5871,2681,0,492,0,269
183044,University of New Hampshire-Main Campus,2019,New Hampshire,"Public, 4-year or above",No,68,3116,753,77,18,0,0,0,0,66,5,68,3102,748,95,0,0,71
459994,Strayer University-Global Region,2019,District of Columbia,"Private for-profit, 4-year or above",No,257,523,948,0,0,0,0,1,0,168,0,256,523,948,0,0,1,157
373711,Upper Cape Cod Regional Technical School,2019,Massachusetts,"Public, less-than 2-year",No,0,,,,,,0,65,0,,,0,,,,0,65,
204431,Northern Institute of Cosmetology,2019,Ohio,"Private for-profit, less-than 2-year",No,0,,,,,,0,13,0,,,0,,,,0,13,
483106,Innovate Salon Academy,2019,New Jersey,"Private for-profit, less-than 2-year",No,0,,,,,,55,56,0,,,0,,,,55,56,
490072,Great Lakes Truck Driving School,2019,Ohio,"Private for-profit, less-than 2-year",No,0,,,,,,465,0,0,,,0,,,,465,0,
204884,Ohio Valley College of Technology,2019,Ohio,"Private for-profit, 2-year",No,89,,,,,,0,7,0,,,89,,,,0,7,
451051,Academy of Massage and Bodywork,2019,Delaware,"Private for-profit, less-than 2-year",No,0,,,,,,74,0,0,,,0,,,,74,0,
166054,Hellenic College-Holy Cross Greek Orthodox School of Theology,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,0,24,31,0,0,0,0,0,0,0,0,0,24,30,0,0,0,0
459301,Paul Mitchell the School-Delaware,2019,Delaware,"Private for-profit, less-than 2-year",No,0,,,,,,4,48,0,,,0,,,,4,48,
449995,Paul Mitchell the School-Tysons Corner,2019,Virginia,"Private for-profit, less-than 2-year",No,0,,,,,,0,86,0,,,0,,,,0,86,
460871,Chamberlain University-Virginia,2019,Virginia,"Private for-profit, 4-year or above",No,0,136,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0
200697,Air Force Institute of Technology-Graduate School of Engineering & Management,2019,Ohio,"Public, 4-year or above",No,0,0,253,42,0,0,0,0,0,141,0,0,0,252,42,0,0,138
493822,College Unbound,2019,Rhode Island,"Private not-for-profit, 4-year or above",No,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
481906,Ross Medical Education Center-Charleston,2019,West Virginia,"Private for-profit, less-than 2-year",No,0,,,,,,0,99,0,,,0,,,,0,99,
237437,Huntington Junior College,2019,West Virginia,"Private for-profit, 2-year",No,105,,,,,,0,0,0,,,105,,,,0,0,
131098,Wesley College,2019,Delaware,"Private not-for-profit, 4-year or above",No,2,209,41,0,0,0,0,0,0,0,0,2,208,41,0,0,0,0
